,state,drug_name,year,grams
12800,TEXAS,LISDEXAMFETAMINE,2014,975186.06
12801,TEXAS,LISDEXAMFETAMINE,2015,1031477.05
12802,TEXAS,LORAZEPAM,2009,6.5
12803,TEXAS,MEPERIDINE (PETHIDINE),2006,235820.74
12804,TEXAS,MEPERIDINE (PETHIDINE),2007,218473.11
12805,TEXAS,MEPERIDINE (PETHIDINE),2008,350427.85
12806,TEXAS,MEPERIDINE (PETHIDINE),2009,173186.44
12807,TEXAS,MEPERIDINE (PETHIDINE),2010,146700.57
12808,TEXAS,MEPERIDINE (PETHIDINE),2011,131530.36
12809,TEXAS,MEPERIDINE (PETHIDINE),2012,109967.8
12810,TEXAS,MEPERIDINE (PETHIDINE),2013,94078.21
12811,TEXAS,MEPERIDINE (PETHIDINE),2014,78513.88
12812,TEXAS,MEPERIDINE (PETHIDINE),2015,69217.69
12813,TEXAS,METHADONE,2006,527727.1
12814,TEXAS,METHADONE,2007,558275.44
12815,TEXAS,METHADONE,2008,984255.04
12816,TEXAS,METHADONE,2009,571916.89
12817,TEXAS,METHADONE,2010,596920.37
12818,TEXAS,METHADONE,2011,571339.85
12819,TEXAS,METHADONE,2012,587568.89
12820,TEXAS,METHADONE,2013,595950.56
12821,TEXAS,METHADONE,2014,600525.42
12822,TEXAS,METHADONE,2015,603654.2
12823,TEXAS,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLCATH",2012,0
12824,TEXAS,METHYLPHENIDATE,2006,1188197.62
12825,TEXAS,METHYLPHENIDATE,2007,1286507.23
12826,TEXAS,METHYLPHENIDATE,2008,2073631.76
12827,TEXAS,METHYLPHENIDATE,2009,1192608.02
12828,TEXAS,METHYLPHENIDATE,2010,1243044.51
12829,TEXAS,METHYLPHENIDATE,2011,1328966.35
12830,TEXAS,METHYLPHENIDATE (DL;D;L;ISOMERS),2012,1347851.57
12831,TEXAS,METHYLPHENIDATE (DL;D;L;ISOMERS),2013,1325340.54
12832,TEXAS,METHYLPHENIDATE (DL;D;L;ISOMERS),2014,1385888.75
12833,TEXAS,METHYLPHENIDATE (DL;D;L;ISOMERS),2015,1384718.59
12834,TEXAS,MORPHINE,2006,765759.35
12835,TEXAS,MORPHINE,2007,844649.19
12836,TEXAS,MORPHINE,2008,1590173.96
12837,TEXAS,MORPHINE,2009,963962.41
12838,TEXAS,MORPHINE,2010,993307.77
12839,TEXAS,MORPHINE,2011,1012609.25
12840,TEXAS,MORPHINE,2012,1027186.54
12841,TEXAS,MORPHINE,2013,998732.85
12842,TEXAS,MORPHINE,2014,980620.49
12843,TEXAS,MORPHINE,2015,956204.73
12844,TEXAS,NABILONE,2006,0.82
12845,TEXAS,NABILONE,2007,3.92
12846,TEXAS,NABILONE,2008,3.5
12847,TEXAS,NABILONE,2009,0.6
12848,TEXAS,NABILONE,2010,1.29
12849,TEXAS,NABILONE,2011,0.7
12850,TEXAS,NABILONE,2012,0.55
12851,TEXAS,NABILONE,2013,0.15
12852,TEXAS,NABILONE,2014,0.35
12853,TEXAS,NABILONE,2015,0.05
12854,TEXAS,NALOXONE,2006,2285.22
12855,TEXAS,NALOXONE,2007,4280.64
12856,TEXAS,NOROXYMORPHONE,2011,41.04
12857,TEXAS,NOROXYMORPHONE,2012,0
12858,TEXAS,NOROXYMORPHONE,2013,7.51
12859,TEXAS,NOROXYMORPHONE,2014,47.06
12860,TEXAS,NOROXYMORPHONE,2015,42.74
12861,TEXAS,OPIUM COMBINATION PRODUCT (C-III),2013,112.57
12862,TEXAS,OPIUM POWDERED,2006,2269.92
12863,TEXAS,OPIUM POWDERED,2007,1539.36
12864,TEXAS,OPIUM POWDERED,2008,3346.4
12865,TEXAS,OPIUM POWDERED,2009,1782.48
12866,TEXAS,OPIUM POWDERED,2010,1735.2
12867,TEXAS,OPIUM POWDERED,2011,1974.24
12868,TEXAS,OPIUM POWDERED,2012,2130.28
12869,TEXAS,OPIUM POWDERED,2013,1825.2
12870,TEXAS,OPIUM POWDERED,2014,1937.52
12871,TEXAS,OPIUM POWDERED,2015,2075.4
12872,TEXAS,OPIUM TINCTURE,2011,1.63
12873,TEXAS,OPIUM TINCTURE,2012,4.88
12874,TEXAS,OXYCODONE,2006,922208.5
12875,TEXAS,OXYCODONE,2007,1154384.34
12876,TEXAS,OXYCODONE,2008,1798060.34
12877,TEXAS,OXYCODONE,2009,1065008.68
12878,TEXAS,OXYCODONE,2010,1122502.37
12879,TEXAS,OXYCODONE,2011,1174161.22
12880,TEXAS,OXYCODONE,2012,1194908.44
12881,TEXAS,OXYCODONE,2013,1167759.59
12882,TEXAS,OXYCODONE,2014,1196899.55
12883,TEXAS,OXYCODONE,2015,1301601.05
12884,TEXAS,OXYMORPHONE,2006,3332.31
12885,TEXAS,OXYMORPHONE,2007,22416.79
12886,TEXAS,OXYMORPHONE,2008,69529.76
12887,TEXAS,OXYMORPHONE,2009,51815.9
12888,TEXAS,OXYMORPHONE,2010,60799.87
12889,TEXAS,OXYMORPHONE,2011,72982.63
12890,TEXAS,OXYMORPHONE,2012,61041.51
12891,TEXAS,OXYMORPHONE,2013,67738.74
12892,TEXAS,OXYMORPHONE,2014,66289.37
12893,TEXAS,OXYMORPHONE,2015,68110.52
12894,TEXAS,PENTOBARBITAL (SCHEDULE 2),2006,1070444.03
12895,TEXAS,PENTOBARBITAL (SCHEDULE 2),2007,976968.9
12896,TEXAS,PENTOBARBITAL (SCHEDULE 2),2008,1617803.55
12897,TEXAS,PENTOBARBITAL (SCHEDULE 2),2009,746813.53
12898,TEXAS,PENTOBARBITAL (SCHEDULE 2),2010,921558.19
12899,TEXAS,PENTOBARBITAL (SCHEDULE 2),2011,889595.27
12900,TEXAS,PENTOBARBITAL (SCHEDULE 2),2012,755971.81
12901,TEXAS,PENTOBARBITAL (SCHEDULE 2),2013,666581.81
12902,TEXAS,PENTOBARBITAL (SCHEDULE 2),2014,644912.91
12903,TEXAS,PENTOBARBITAL (SCHEDULE 2),2015,592071.55
12904,TEXAS,PHENCYCLIDINE (PCP),2011,0
12905,TEXAS,REMIFENTANIL,2006,51.21
12906,TEXAS,REMIFENTANIL,2007,54.57
12907,TEXAS,REMIFENTANIL,2008,117.14
12908,TEXAS,REMIFENTANIL,2009,62.7
12909,TEXAS,REMIFENTANIL,2010,62.92
12910,TEXAS,REMIFENTANIL,2011,75.99
12911,TEXAS,REMIFENTANIL,2012,78.99
12912,TEXAS,REMIFENTANIL,2013,81.9
12913,TEXAS,REMIFENTANIL,2014,89.9
12914,TEXAS,REMIFENTANIL,2015,97.55
12915,TEXAS,SECOBARBITAL (SCHEDULE 2),2006,530.77
12916,TEXAS,SECOBARBITAL (SCHEDULE 2),2007,896.87
12917,TEXAS,SECOBARBITAL (SCHEDULE 2),2008,1080.32
12918,TEXAS,SECOBARBITAL (SCHEDULE 2),2009,457.76
12919,TEXAS,SECOBARBITAL (SCHEDULE 2),2010,531
12920,TEXAS,SECOBARBITAL (SCHEDULE 2),2011,430.29
12921,TEXAS,SECOBARBITAL (SCHEDULE 2),2012,302.13
12922,TEXAS,SECOBARBITAL (SCHEDULE 2),2013,219.72
12923,TEXAS,SECOBARBITAL (SCHEDULE 2),2014,164.8
12924,TEXAS,SECOBARBITAL (SCHEDULE 2),2015,119.03
12925,TEXAS,SUFENTANIL BASE,2006,10.06
12926,TEXAS,SUFENTANIL BASE,2007,7.85
12927,TEXAS,SUFENTANIL BASE,2008,24
12928,TEXAS,SUFENTANIL BASE,2009,12.42
12929,TEXAS,SUFENTANIL BASE,2010,12.15
12930,TEXAS,SUFENTANIL BASE,2011,10.89
12931,TEXAS,SUFENTANIL BASE,2012,9.83
12932,TEXAS,SUFENTANIL BASE,2013,12.2
12933,TEXAS,SUFENTANIL BASE,2014,6.67
12934,TEXAS,SUFENTANIL BASE,2015,4.42
12935,TEXAS,TAPENTADOL,2009,45227.25
12936,TEXAS,TAPENTADOL,2010,132259.99
12937,TEXAS,TAPENTADOL,2011,241564.75
12938,TEXAS,TAPENTADOL,2012,326461
12939,TEXAS,TAPENTADOL,2013,325270.46
12940,TEXAS,TAPENTADOL,2014,329025.5
12941,TEXAS,TAPENTADOL,2015,356035.94
12942,TEXAS,TESTOSTERONE,2013,472.8
12943,TEXAS,ZOLPIDEM,2009,356.09
12944,TEXAS,ZOLPIDEM,2010,0.4
12945,UTAH,ALFENTANIL,2006,1.16
12946,UTAH,ALFENTANIL,2007,1.59
12947,UTAH,ALFENTANIL,2008,3.76
12948,UTAH,ALFENTANIL,2009,3.89
12949,UTAH,ALFENTANIL,2010,2.36
12950,UTAH,ALFENTANIL,2011,2.38
12951,UTAH,ALFENTANIL,2012,1.95
12952,UTAH,ALFENTANIL,2013,2.09
12953,UTAH,ALFENTANIL,2014,1.87
12954,UTAH,ALFENTANIL,2015,1.83
12955,UTAH,AMOBARBITAL (SCHEDULE 2),2006,22.78
12956,UTAH,AMOBARBITAL (SCHEDULE 2),2007,13.67
12957,UTAH,AMOBARBITAL (SCHEDULE 2),2008,36.46
12958,UTAH,AMOBARBITAL (SCHEDULE 2),2009,15.49
12959,UTAH,AMOBARBITAL (SCHEDULE 2),2010,20.96
12960,UTAH,AMOBARBITAL (SCHEDULE 2),2011,13.67
12961,UTAH,AMOBARBITAL (SCHEDULE 2),2012,17.32
12962,UTAH,AMOBARBITAL (SCHEDULE 2),2013,24.61
12963,UTAH,AMOBARBITAL (SCHEDULE 2),2014,19.6
12964,UTAH,AMOBARBITAL (SCHEDULE 2),2015,32.81
12965,UTAH,AMPHETAMINE,2006,91045.16
12966,UTAH,AMPHETAMINE,2007,101794.46
12967,UTAH,AMPHETAMINE,2008,194841.14
12968,UTAH,AMPHETAMINE,2009,127567.54
12969,UTAH,AMPHETAMINE,2010,143952.03
12970,UTAH,AMPHETAMINE,2011,166621.16
12971,UTAH,AMPHETAMINE,2012,192909.49
12972,UTAH,AMPHETAMINE,2013,202096.94
12973,UTAH,AMPHETAMINE,2014,239648.93
12974,UTAH,AMPHETAMINE,2015,271007.94
12975,UTAH,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21CFR 1,2013,100
12976,UTAH,BUPRENORPHINE,2006,4550.6
12977,UTAH,BUPRENORPHINE,2007,8108.29
12978,UTAH,BUPRENORPHINE,2008,24840.53
12979,UTAH,BUPRENORPHINE,2009,18201.98
12980,UTAH,BUPRENORPHINE,2010,21088.47
12981,UTAH,BUPRENORPHINE,2011,24621.62
12982,UTAH,BUPRENORPHINE,2012,27495.22
12983,UTAH,BUPRENORPHINE,2013,30021.26
12984,UTAH,BUPRENORPHINE,2014,31500.33
12985,UTAH,BUPRENORPHINE,2015,33295.83
12986,UTAH,BUTALBITAL,2006,31085
12987,UTAH,BUTALBITAL,2007,27420
12988,UTAH,BUTALBITAL,2008,34800
12989,UTAH,BUTALBITAL,2009,18720
12990,UTAH,BUTALBITAL,2010,23221.25
12991,UTAH,BUTALBITAL,2011,23655
12992,UTAH,BUTALBITAL,2012,22790
12993,UTAH,BUTALBITAL,2013,26185
12994,UTAH,BUTALBITAL,2014,24455
12995,UTAH,BUTALBITAL,2015,21860
12996,UTAH,COCAINE,2006,662.13
12997,UTAH,COCAINE,2007,678.92
12998,UTAH,COCAINE,2008,1154.93
12999,UTAH,COCAINE,2009,618.32
13000,UTAH,COCAINE,2010,597.38
13001,UTAH,COCAINE,2011,544.97
13002,UTAH,COCAINE,2012,545.43
13003,UTAH,COCAINE,2013,518.12
13004,UTAH,COCAINE,2014,468.36
13005,UTAH,COCAINE,2015,468.01
13006,UTAH,CODEINE,2006,97748.78
13007,UTAH,CODEINE,2007,92351.66
13008,UTAH,CODEINE,2008,152408.39
13009,UTAH,CODEINE,2009,82310.59
13010,UTAH,CODEINE,2010,81944.2
13011,UTAH,CODEINE,2011,84559.48
13012,UTAH,CODEINE,2012,79625
13013,UTAH,CODEINE,2013,76575.06
13014,UTAH,CODEINE,2014,72650.37
13015,UTAH,CODEINE,2015,79141.9
13016,UTAH,D-METHAMPHETAMINE,2006,200.4
13017,UTAH,D-METHAMPHETAMINE,2007,182.5
13018,UTAH,D-METHAMPHETAMINE,2008,341.19
13019,UTAH,D-METHAMPHETAMINE,2009,199.24
13020,UTAH,D-METHAMPHETAMINE,2010,139.39
13021,UTAH,D-METHAMPHETAMINE,2011,66.28
13022,UTAH,D-METHAMPHETAMINE,2012,45.79
13023,UTAH,D-METHAMPHETAMINE,2013,37.36
13024,UTAH,D-METHAMPHETAMINE,2014,6.03
13025,UTAH,D-METHAMPHETAMINE,2015,29.73
13026,UTAH,DIHYDROCODEINE,2006,1495.89
13027,UTAH,DIHYDROCODEINE,2007,1362.34
13028,UTAH,DIHYDROCODEINE,2008,2050.6
13029,UTAH,DIHYDROCODEINE,2009,942.75
13030,UTAH,DIHYDROCODEINE,2010,848.8
13031,UTAH,DIHYDROCODEINE,2011,636.41
13032,UTAH,DIHYDROCODEINE,2012,475.98
13033,UTAH,DIHYDROCODEINE,2013,288.83
13034,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2010,53.85
13035,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2011,113.72
13036,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2012,131
13037,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2013,136.63
13038,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2014,151.9
13039,UTAH,DL-METHAMPHETAMINE RACEMIC BASE,2015,131.8
13040,UTAH,FENTANYL BASE,2006,3609.93
13041,UTAH,FENTANYL BASE,2007,3835.84
13042,UTAH,FENTANYL BASE,2008,7033.86
13043,UTAH,FENTANYL BASE,2009,4026.11
13044,UTAH,FENTANYL BASE,2010,4265.85
13045,UTAH,FENTANYL BASE,2011,4198.63
13046,UTAH,FENTANYL BASE,2012,4470
13047,UTAH,FENTANYL BASE,2013,4043.61
13048,UTAH,FENTANYL BASE,2014,4219.69
13049,UTAH,FENTANYL BASE,2015,4135.48
13050,UTAH,GAMMA HYDROXYBUTYRIC ACID,2008,5052.68
13051,UTAH,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2009,1486.08
13052,UTAH,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED-CSA,2013,3938.11
13053,UTAH,HYDROCODON,2011,337692.67
13054,UTAH,HYDROCODONE,2006,274839.3
13055,UTAH,HYDROCODONE,2007,276366.52
13056,UTAH,HYDROCODONE,2008,493488.39
13057,UTAH,HYDROCODONE,2009,297159.98
13058,UTAH,HYDROCODONE,2010,321370.94
13059,UTAH,HYDROCODONE,2012,359914.4
13060,UTAH,HYDROCODONE,2013,318624.06
13061,UTAH,HYDROCODONE,2014,305490.62
13062,UTAH,HYDROCODONE,2015,284181.93
13063,UTAH,HYDROMORPHONE,2006,5016.61
13064,UTAH,HYDROMORPHONE,2007,5692.76
13065,UTAH,HYDROMORPHONE,2008,10774.64
13066,UTAH,HYDROMORPHONE,2009,8186.86
13067,UTAH,HYDROMORPHONE,2010,7749
13068,UTAH,HYDROMORPHONE,2011,8733.8
13069,UTAH,HYDROMORPHONE,2012,9504.27
13070,UTAH,HYDROMORPHONE,2013,9969.49
13071,UTAH,HYDROMORPHONE,2014,11741.18
13072,UTAH,HYDROMORPHONE,2015,12048.84
13073,UTAH,LEVORPHANOL,2006,100.04
13074,UTAH,LEVORPHANOL,2007,138.57
13075,UTAH,LEVORPHANOL,2008,157.57
13076,UTAH,LEVORPHANOL,2009,69.53
13077,UTAH,LEVORPHANOL,2010,2.79
13078,UTAH,LEVORPHANOL,2011,0.7
13079,UTAH,LEVORPHANOL,2012,1.51
13080,UTAH,LEVORPHANOL,2013,1.15
13081,UTAH,LEVORPHANOL,2015,1.38
13082,UTAH,LISDEXAMFETAMINE,2007,6979.44
13083,UTAH,LISDEXAMFETAMINE,2008,44973.85
13084,UTAH,LISDEXAMFETAMINE,2009,42082.67
13085,UTAH,LISDEXAMFETAMINE,2010,47226.29
13086,UTAH,LISDEXAMFETAMINE,2011,57614.34
13087,UTAH,LISDEXAMFETAMINE,2012,63559.8
13088,UTAH,LISDEXAMFETAMINE,2013,65086.04
13089,UTAH,LISDEXAMFETAMINE,2014,68402.1
13090,UTAH,LISDEXAMFETAMINE,2015,73943.62
13091,UTAH,MEPERIDINE (PETHIDINE),2006,31084.48
13092,UTAH,MEPERIDINE (PETHIDINE),2007,28863.4
13093,UTAH,MEPERIDINE (PETHIDINE),2008,45941.66
13094,UTAH,MEPERIDINE (PETHIDINE),2009,21935.44
13095,UTAH,MEPERIDINE (PETHIDINE),2010,19579.23
13096,UTAH,MEPERIDINE (PETHIDINE),2011,17412.46
13097,UTAH,MEPERIDINE (PETHIDINE),2012,14649.54
13098,UTAH,MEPERIDINE (PETHIDINE),2013,12890.49
13099,UTAH,MEPERIDINE (PETHIDINE),2014,11300.39
13100,UTAH,MEPERIDINE (PETHIDINE),2015,10210.07
13101,UTAH,METHADONE,2006,126742.37
13102,UTAH,METHADONE,2007,132049.4
13103,UTAH,METHADONE,2008,228734.77
13104,UTAH,METHADONE,2009,122727.55
13105,UTAH,METHADONE,2010,124207.94
13106,UTAH,METHADONE,2011,121946.7
13107,UTAH,METHADONE,2012,125486.96
13108,UTAH,METHADONE,2013,131815.59
13109,UTAH,METHADONE,2014,124748.08
13110,UTAH,METHADONE,2015,122084.14
13111,UTAH,"METHYLONE (3,4-METHYLENEDIOXY-N-METHYLCATH",2012,0.02
13112,UTAH,METHYLPHENIDATE,2006,133409.24
13113,UTAH,METHYLPHENIDATE,2007,144203.11
13114,UTAH,METHYLPHENIDATE,2008,261678.01
13115,UTAH,METHYLPHENIDATE,2009,149919.45
13116,UTAH,METHYLPHENIDATE,2010,150952.03
13117,UTAH,METHYLPHENIDATE,2011,161759
13118,UTAH,METHYLPHENIDATE (DL;D;L;ISOMERS),2012,177022.89
13119,UTAH,METHYLPHENIDATE (DL;D;L;ISOMERS),2013,171811.83
13120,UTAH,METHYLPHENIDATE (DL;D;L;ISOMERS),2014,182170.36
13121,UTAH,METHYLPHENIDATE (DL;D;L;ISOMERS),2015,185763.31
13122,UTAH,MORPHINE,2006,164535.74
13123,UTAH,MORPHINE,2007,189593.51
13124,UTAH,MORPHINE,2008,366951.72
13125,UTAH,MORPHINE,2009,227296.47
13126,UTAH,MORPHINE,2010,236346.52
13127,UTAH,MORPHINE,2011,244942.88
13128,UTAH,MORPHINE,2012,253583.21
13129,UTAH,MORPHINE,2013,244436.05
13130,UTAH,MORPHINE,2014,242515.84
13131,UTAH,MORPHINE,2015,239608.48
13132,UTAH,NABILONE,2008,0.04
13133,UTAH,NABILONE,2010,0.75
13134,UTAH,NABILONE,2011,0.75
13135,UTAH,NABILONE,2012,0.2
13136,UTAH,NABILONE,2013,0.05
13137,UTAH,NABILONE,2014,0
13138,UTAH,NALOXONE,2006,1022.46
13139,UTAH,NALOXONE,2007,1969.92
13140,UTAH,NOROXYMORPHONE,2011,16.2
13141,UTAH,NOROXYMORPHONE,2014,0.35
13142,UTAH,NOROXYMORPHONE,2015,2.11
13143,UTAH,OPIUM COMBINATION PRODUCT (C-III),2013,46.35
13144,UTAH,OPIUM POWDERED,2006,284.76
13145,UTAH,OPIUM POWDERED,2007,154.44
13146,UTAH,OPIUM POWDERED,2008,306
13147,UTAH,OPIUM POWDERED,2009,232.92
13148,UTAH,OPIUM POWDERED,2010,205.56
13149,UTAH,OPIUM POWDERED,2011,199.8
13150,UTAH,OPIUM POWDERED,2012,235.44
13151,UTAH,OPIUM POWDERED,2013,261
13152,UTAH,OPIUM POWDERED,2014,311.04
13153,UTAH,OPIUM POWDERED,2015,274.32
13154,UTAH,OXYCODONE,2006,476415.83
13155,UTAH,OXYCODONE,2007,561369.75
13156,UTAH,OXYCODONE,2008,1010024.18
13157,UTAH,OXYCODONE,2009,608985.18
13158,UTAH,OXYCODONE,2010,635582.57
13159,UTAH,OXYCODONE,2011,646300.53
13160,UTAH,OXYCODONE,2012,697795.38
13161,UTAH,OXYCODONE,2013,712143.61
13162,UTAH,OXYCODONE,2014,738192
13163,UTAH,OXYCODONE,2015,761206.56
13164,UTAH,OXYMORPHONE,2006,732.22
13165,UTAH,OXYMORPHONE,2007,2957.07
13166,UTAH,OXYMORPHONE,2008,12835.63
13167,UTAH,OXYMORPHONE,2009,10371.61
13168,UTAH,OXYMORPHONE,2010,11395.56
13169,UTAH,OXYMORPHONE,2011,16345.13
13170,UTAH,OXYMORPHONE,2012,13776.72
13171,UTAH,OXYMORPHONE,2013,14760.89
13172,UTAH,OXYMORPHONE,2014,17367.03
13173,UTAH,OXYMORPHONE,2015,19288.08
13174,UTAH,PENTOBARBITAL (SCHEDULE 2),2006,53296.12
13175,UTAH,PENTOBARBITAL (SCHEDULE 2),2007,59412.97
13176,UTAH,PENTOBARBITAL (SCHEDULE 2),2008,102701.82
13177,UTAH,PENTOBARBITAL (SCHEDULE 2),2009,45201.7
13178,UTAH,PENTOBARBITAL (SCHEDULE 2),2010,50985.8
13179,UTAH,PENTOBARBITAL (SCHEDULE 2),2011,46357.44
13180,UTAH,PENTOBARBITAL (SCHEDULE 2),2012,38269.3
13181,UTAH,PENTOBARBITAL (SCHEDULE 2),2013,51197.68
13182,UTAH,PENTOBARBITAL (SCHEDULE 2),2014,46220.28
13183,UTAH,PENTOBARBITAL (SCHEDULE 2),2015,45563.97
13184,UTAH,PHENCYCLIDINE (PCP),2011,0
13185,UTAH,REMIFENTANIL,2006,27.2
13186,UTAH,REMIFENTANIL,2007,31.91
13187,UTAH,REMIFENTANIL,2008,62.78
13188,UTAH,REMIFENTANIL,2009,38.77
13189,UTAH,REMIFENTANIL,2010,34.03
13190,UTAH,REMIFENTANIL,2011,38.85
13191,UTAH,REMIFENTANIL,2012,39.61
13192,UTAH,REMIFENTANIL,2013,50.17
13193,UTAH,REMIFENTANIL,2014,58.49
13194,UTAH,REMIFENTANIL,2015,64.59
13195,UTAH,SECOBARBITAL (SCHEDULE 2),2006,155.56
13196,UTAH,SECOBARBITAL (SCHEDULE 2),2007,128.1
13197,UTAH,SECOBARBITAL (SCHEDULE 2),2008,210.58
13198,UTAH,SECOBARBITAL (SCHEDULE 2),2009,73.25
13199,UTAH,SECOBARBITAL (SCHEDULE 2),2010,64.1
13200,UTAH,SECOBARBITAL (SCHEDULE 2),2011,54.94
13201,UTAH,SECOBARBITAL (SCHEDULE 2),2012,45.79
13202,UTAH,SUFENTANIL BASE,2006,0.16
13203,UTAH,SUFENTANIL BASE,2007,0.35
13204,UTAH,SUFENTANIL BASE,2008,2.07
13205,UTAH,SUFENTANIL BASE,2009,1.4
13206,UTAH,SUFENTANIL BASE,2010,1.42
13207,UTAH,SUFENTANIL BASE,2011,1.2
13208,UTAH,SUFENTANIL BASE,2012,1.78
13209,UTAH,SUFENTANIL BASE,2013,1.09
13210,UTAH,SUFENTANIL BASE,2014,1
13211,UTAH,SUFENTANIL BASE,2015,1.07
13212,UTAH,TAPENTADOL,2009,8445.8
13213,UTAH,TAPENTADOL,2010,24391.26
13214,UTAH,TAPENTADOL,2011,35875.5
13215,UTAH,TAPENTADOL,2012,52653
13216,UTAH,TAPENTADOL,2013,57422.5
13217,UTAH,TAPENTADOL,2014,59562.5
13218,UTAH,TAPENTADOL,2015,62290
13219,UTAH,TESTOSTERONE,2013,34.8
13220,VERMONT,ALFENTANIL,2006,0.08
13221,VERMONT,ALFENTANIL,2007,0.02
13222,VERMONT,ALFENTANIL,2008,0.19
13223,VERMONT,ALFENTANIL,2009,0.05
13224,VERMONT,ALFENTANIL,2011,0.3
13225,VERMONT,ALFENTANIL,2012,0.09
13226,VERMONT,ALFENTANIL,2013,0.17
13227,VERMONT,ALFENTANIL,2014,0.36
13228,VERMONT,ALFENTANIL,2015,0.19
13229,VERMONT,AMOBARBITAL (SCHEDULE 2),2007,9.1
13230,VERMONT,AMOBARBITAL (SCHEDULE 2),2009,9.12
13231,VERMONT,AMOBARBITAL (SCHEDULE 2),2011,4.56
13232,VERMONT,AMOBARBITAL (SCHEDULE 2),2012,2.28
13233,VERMONT,AMOBARBITAL (SCHEDULE 2),2013,3.19
13234,VERMONT,AMOBARBITAL (SCHEDULE 2),2015,2.28
13235,VERMONT,AMPHETAMINE,2006,17542.68
13236,VERMONT,AMPHETAMINE,2007,19119.89
13237,VERMONT,AMPHETAMINE,2008,36106.99
13238,VERMONT,AMPHETAMINE,2009,24136.22
13239,VERMONT,AMPHETAMINE,2010,26272.75
13240,VERMONT,AMPHETAMINE,2011,28024.79
13241,VERMONT,AMPHETAMINE,2012,30101.5
13242,VERMONT,AMPHETAMINE,2013,32486.57
13243,VERMONT,AMPHETAMINE,2014,34337.28
13244,VERMONT,AMPHETAMINE,2015,37103.91
13245,VERMONT,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21CFR 1,2013,25
13246,VERMONT,BUPRENORPHINE,2006,5321.3
13247,VERMONT,BUPRENORPHINE,2007,7368.35
13248,VERMONT,BUPRENORPHINE,2008,18642.51
13249,VERMONT,BUPRENORPHINE,2009,12960.04
13250,VERMONT,BUPRENORPHINE,2010,14176.35
13251,VERMONT,BUPRENORPHINE,2011,12589.51
13252,VERMONT,BUPRENORPHINE,2012,13535.32
13253,VERMONT,BUPRENORPHINE,2013,14491.54
13254,VERMONT,BUPRENORPHINE,2014,17193.28
13255,VERMONT,BUPRENORPHINE,2015,19485.97
13256,VERMONT,BUTALBITAL,2006,2725
13257,VERMONT,BUTALBITAL,2007,2650
13258,VERMONT,BUTALBITAL,2008,3605
13259,VERMONT,BUTALBITAL,2009,2310
13260,VERMONT,BUTALBITAL,2010,2890
13261,VERMONT,BUTALBITAL,2011,2825
13262,VERMONT,BUTALBITAL,2012,2030
13263,VERMONT,BUTALBITAL,2013,2180
13264,VERMONT,BUTALBITAL,2014,1510
13265,VERMONT,BUTALBITAL,2015,1410
13266,VERMONT,COCAINE,2006,88.13
13267,VERMONT,COCAINE,2007,106.22
13268,VERMONT,COCAINE,2008,294.04
13269,VERMONT,COCAINE,2009,119.54
13270,VERMONT,COCAINE,2010,145.6
13271,VERMONT,COCAINE,2011,128.59
13272,VERMONT,COCAINE,2012,64.42
13273,VERMONT,COCAINE,2013,73.34
13274,VERMONT,COCAINE,2014,64.21
13275,VERMONT,COCAINE,2015,80.71
13276,VERMONT,CODEINE,2006,31372.34
13277,VERMONT,CODEINE,2007,32748.98
13278,VERMONT,CODEINE,2008,51390.78
13279,VERMONT,CODEINE,2009,26866.5
13280,VERMONT,CODEINE,2010,25912.47
13281,VERMONT,CODEINE,2011,26330.22
13282,VERMONT,CODEINE,2012,23739.16
13283,VERMONT,CODEINE,2013,21418.71
13284,VERMONT,CODEINE,2014,18826.36
13285,VERMONT,CODEINE,2015,17354.94
13286,VERMONT,D-METHAMPHETAMINE,2006,28
13287,VERMONT,D-METHAMPHETAMINE,2007,26
13288,VERMONT,D-METHAMPHETAMINE,2008,50.22
13289,VERMONT,D-METHAMPHETAMINE,2009,20.09
13290,VERMONT,D-METHAMPHETAMINE,2010,17.68
13291,VERMONT,D-METHAMPHETAMINE,2011,12.06
13292,VERMONT,DIHYDROCODEINE,2006,3.19
13293,VERMONT,DIHYDROCODEINE,2007,1.96
13294,VERMONT,DIHYDROCODEINE,2008,23.91
13295,VERMONT,DIHYDROCODEINE,2009,8.3
13296,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2010,2.01
13297,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2011,6.02
13298,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2012,9.64
13299,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2013,9.64
13300,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2014,4.02
13301,VERMONT,DL-METHAMPHETAMINE RACEMIC BASE,2015,6.43
